ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,Starts,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,GP,GS,W,L,SV,BS,HLD,IP,HA,HRA,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
34522,C,21,GEORGE WHITNEY,,15,USA,"Erie, PA","5' 9""",150 lbs,Right,Right,Delevan,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,27,27,135,108,41,12,1,3,28,36,20,8,16,0.38,0.481,0.593,34.8,12.7,0.213,0.461,1.074,0.38,0,1.7,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34114,C,23,GIDGE SUMPTER,,18,USA,"Dunmore, PA","5' 8""",175 lbs,Right,Right,Garden State,-,Great,CO Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,50,50,251,230,73,14,1,3,45,61,17,3,18,0.317,0.365,0.426,38.1,6.3,0.109,0.348,0.792,0.311,0,0.7,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35411,C,18,GIL DONOVAN,,16,USA,"Clarksville, TN","5' 10""",165 lbs,Right,Right,Boonton,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,27,27,137,120,56,15,2,3,32,42,8,6,20,0.467,0.5,0.7,43.6,16.6,0.233,0.496,1.2,0.465,0,2.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34104,C,22,GLENN WHALEY,,15,USA,"Little Rock, AR","5' 11""",160 lbs,Left,Right,Warren,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,123,101,40,8,1,3,26,31,18,9,12,0.396,0.475,0.584,32.1,12.4,0.188,0.451,1.06,0.402,0,1.4,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34152,2B,28,GROVER TAYLOR,,17,USA,"Donora, PA","5' 10""",155 lbs,Switch,Right,Donora,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,22,22,112,89,36,16,5,3,24,32,17,5,24,0.404,0.505,0.798,39.7,17.6,0.393,0.525,1.302,0.398,0,2,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34178,CF,10,GUY PARKER,,16,USA,"Aberdeen, SD","5' 11""",155 lbs,Right,Right,Volga,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,105,87,37,11,5,3,26,36,13,7,19,0.425,0.5,0.77,34.8,15.4,0.345,0.51,1.27,0.436,0,1.8,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35544,RP,22,HAL NICELY,,18,USA,"Minneapolis, MN","6' 2""",175 lbs,Left,Left,St. Peter,Iowa A&M,Average,HS Senior,4,EX GB,85-87 Mph,Normal (3/4),Groundballer,27,27,139,113,46,9,3,3,32,40,16,5,15,0.407,0.485,0.619,40,14,0.212,0.461,1.105,0.398,0,1.8,0,22,4,14,14,9,1,0,0,0,109,67,1,21,17,46,145,1.4,0.243,1.04,9.3,0.1,5.5,3.8,12,3.2,0,0,0,0,1.92,0,4.9,5.6,$950 ,Extremely Hard,Average,1935,
35600,SP,11,HAL ROBINSON,,18,USA,"Kansas City, MO","5' 9""",145 lbs,Right,Right,Weston,Arkansas A&T,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,23,23,119,115,46,10,2,3,26,35,1,5,15,0.4,0.407,0.6,28.1,10.2,0.2,0.426,1.007,0.398,0,1.1,0,7,3,11,7,4,1,0,0,0,50.2,39,1,13,10,11,51,1.78,0.27,0.99,9.4,0.2,6.9,2,9.1,4.6,0,0,0,0,2.27,0,1.8,2,Slot,Extremely Hard,Average,1935,
35623,SS,17,HAL WOOD,,20,USA,"Houston, TX","5' 11""",170 lbs,Right,Right,Smithfield College,-,Average,CO Junior,1,NEU,80-83 Mph,Sidearm,Normal,60,60,300,263,91,13,5,3,48,67,29,4,21,0.346,0.414,0.468,56,7.9,0.122,0.386,0.882,0.341,0,1.8,0,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$8k,Normal,Average,1935,
35611,1B,18,HANK PUGLIESE,,18,USA,"Indianola, MS","6' 1""",195 lbs,Left,Right,Monticello,Red River State,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,112,92,38,12,2,3,25,30,12,9,17,0.413,0.505,0.685,33.1,14.4,0.272,0.492,1.189,0.438,0,1.7,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
37922,SP,4,HARRY HOWARD,,18,USA,"Tampa, FL","5' 9""",135 lbs,Right,Right,Tampa,Noble Jones College,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,6,6,32,26,9,4,2,3,10,10,0,7,9,0.346,0.333,1,6.2,6.4,0.654,0.459,1.333,0.316,0,0.4,0,8,4,14,6,3,1,1,0,0,55.2,50,2,17,16,16,41,2.59,0.265,1.19,11,0.3,8.1,2.6,6.6,2.6,0,0,0,0,3.16,0,1.2,1.7,Slot,Hard,Average,1935,
33949,SP,18,HENRY CRONCE,,14,USA,"Versailles, IN","5' 8""",125 lbs,Right,Right,Versailles,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,8,8,41,36,13,8,2,3,10,12,1,7,13,0.361,0.375,0.944,11.6,10.8,0.583,0.497,1.319,0.357,0,0.6,0,7,3,12,12,6,3,0,0,0,93.2,85,4,32,29,32,86,2.79,0.28,1.25,11.5,0.4,8.2,3.1,8.3,2.7,0,0,0,0,3.04,0,2.5,2.8,Slot,Extremely Hard,Average,1935,
34029,C,84,HERBIE JOHNSON,,15,USA,"Ft. Wayne, IN","5' 10""",165 lbs,Right,Right,Fort Wayne,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,22,22,113,93,41,8,1,3,30,32,13,6,12,0.441,0.509,0.645,32.9,15.3,0.204,0.48,1.154,0.442,0,1.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35208,C,33,HERMAN CRILLY,,16,USA,"Somerville, TN","6' 0""",180 lbs,Switch,Right,Florence,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,27,27,136,107,45,15,0,3,32,43,22,7,18,0.421,0.537,0.645,41.5,17.5,0.224,0.508,1.182,0.429,0,2.3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34565,C,26,HOWIE GREEN,,16,USA,"Chicago, IL","5' 9""",155 lbs,Right,Right,LaSalle,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,113,93,38,12,2,3,25,30,16,6,17,0.409,0.496,0.677,34.2,15.4,0.269,0.494,1.173,0.407,0,1.7,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36581,RF,25,HOWIE REED,,20,USA,"Amsterdam, NY","6' 0""",185 lbs,Left,Left,Boulder State,-,Great,CO Junior,3,NEU,80-83 Mph,Normal (3/4),Normal,56,56,283,251,75,11,10,3,42,48,28,3,24,0.299,0.369,0.458,48.6,7,0.159,0.36,0.827,0.291,0,1.1,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$330 ,Very Easy,Average,1935,
34511,CF,9,JACK KENT,,16,USA,"Baltimore, MD","6' 0""",160 lbs,Right,Right,Hanover,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,106,42,12,1,3,24,32,15,8,16,0.396,0.472,0.613,32.9,12.9,0.217,0.454,1.085,0.406,0,1.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34592,CF,23,JACK SKINNER,,16,USA,"Springfield, MA","5' 10""",150 lbs,Left,Left,Poughkeepsie,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,115,99,40,12,1,3,29,31,6,5,16,0.404,0.456,0.636,29.7,11.5,0.232,0.458,1.093,0.394,0,1.4,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33884,SP,19,JACKIE YATES,,15,USA,"Christiansburg, VA","5' 10""",140 lbs,Right,Right,Christiansburg,-,Average,HS Freshman,3,EX GB,83-85 Mph,Over the Top,Groundballer,21,21,106,100,37,8,2,3,26,33,1,11,13,0.37,0.369,0.58,21.2,7.9,0.21,0.389,0.949,0.386,0,0.7,0,10,4,15,15,11,0,0,0,0,108.2,71,0,16,12,20,131,0.99,0.251,0.84,7.6,0,5.9,1.7,10.8,6.5,0,0,0,0,1.37,0,5.9,6.2,Slot,Extremely Hard,Average,1935,
35474,SS,6,JAKE HALE,,18,USA,"Waxahachie, TX","5' 10""",150 lbs,Right,Right,Bonham,Hammond College,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,131,108,48,10,2,3,30,37,10,1,15,0.444,0.508,0.657,45,17.4,0.213,0.485,1.165,0.421,0,1.9,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
34485,SP,22,JASPER MOORE,COTTONMOUTH,18,USA,"Edwards, MS","5' 10""",160 lbs,Right,Right,Edwards,Mississippi Tech,Average,HS Senior,3,FB,83-85 Mph,Over the Top,Normal,25,25,125,120,44,6,2,3,25,43,4,10,11,0.367,0.384,0.525,24.4,8.2,0.158,0.392,0.909,0.38,0,0.8,0,6,3,14,14,8,2,0,0,0,113,99,3,32,29,29,117,2.31,0.288,1.13,10.4,0.2,7.9,2.3,9.3,4,0,0,0,0,2.32,0,4.3,4.3,Slot,Extremely Hard,Average,1935,
34056,2B,11,JAY COBLENTZ,,19,USA,"North Chicago, IL","5' 8""",155 lbs,Right,Right,Springfield State,-,Great,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,46,46,230,198,55,9,1,3,27,42,25,7,13,0.278,0.357,0.379,32.5,5.6,0.101,0.327,0.736,0.272,0,0.2,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36460,3B,16,JERRY BARTLETT,,17,USA,"Montgomery, AL","6' 2""",190 lbs,Switch,Right,Phenix City,Coastal State,Average,HS Senior,1,EX FB,80-83 Mph,Normal (3/4),Normal,25,25,126,113,47,12,1,3,32,41,11,6,16,0.416,0.472,0.619,34.6,13.3,0.204,0.467,1.091,0.423,0,1.7,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35423,3B,26,JIM EAGAN,,16,USA,"Arlington, MA","5' 10""",165 lbs,Right,Right,Clinton,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,24,24,124,108,52,14,0,3,35,45,11,2,17,0.481,0.525,0.694,41.1,17.9,0.213,0.511,1.219,0.467,0,2.1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35642,CF,41,JIM HANSHAW,,21,USA,"Duluth, MN","6' 0""",180 lbs,Right,Right,Calumet Catholic,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,60,60,303,266,84,12,6,3,56,62,32,3,21,0.316,0.392,0.44,53.4,7.6,0.124,0.367,0.832,0.31,0,1.3,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$6k,Easy,Average,1935,
34557,C,16,JOE MCCOWAN,,16,USA,"Greenville, NC","5' 10""",165 lbs,Right,Right,Blackwood,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,132,114,47,8,1,3,30,36,15,6,12,0.412,0.485,0.579,33.3,12.2,0.167,0.457,1.064,0.419,0,1.6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34404,1B,21,JOHN DAVID POWELL,,18,USA,"Hazard, KY","5' 10""",175 lbs,Left,Right,Rogersville,Eastern State,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,25,25,127,108,50,14,2,3,28,48,17,3,19,0.463,0.54,0.713,44.2,19.9,0.25,0.529,1.253,0.461,0,2.4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
35338,CF,3,JOHN HARRIS,,16,CAN,"Brossard, QC","5' 11""",165 lbs,Right,Right,Puyallup,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,108,92,42,9,0,3,24,32,11,6,12,0.457,0.509,0.652,33.7,16.5,0.196,0.495,1.161,0.453,0,1.7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
35308,SP,10,JOHNNIE JONES,THE PATRON SAINT OF GROUNDBALLS,16,USA,"Albert Lea, MN","6' 4""",170 lbs,Left,Left,St. Paul,-,Average,HS Junior,4,EX GB,85-87 Mph,Normal (3/4),Groundballer,23,23,115,109,41,7,0,3,25,40,1,12,10,0.376,0.375,0.523,21.5,7.7,0.147,0.375,0.898,0.396,0,0.6,0,7,3,15,15,11,1,0,0,0,124.2,90,0,24,20,31,132,1.44,0.259,0.97,8.8,0,6.5,2.2,9.5,4.3,0,0,0,0,1.85,0,5.8,6.4,Slot,Extremely Hard,Average,1935,
34044,2B,10,JOHNNY ENGLISH,,19,USA,"Huntington, WV","6' 0""",180 lbs,Left,Right,Brooklyn Catholic,-,Good,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,56,56,281,242,64,10,1,3,44,54,34,15,14,0.264,0.351,0.351,34.3,4.8,0.087,0.318,0.702,0.269,0,0,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35363,SS,9,JOHNNY FLEMING,SCOOTER,20,USA,"Delaware, OH","5' 8""",155 lbs,Right,Right,Bluegrass State,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,46,46,233,209,61,9,9,3,41,40,19,3,21,0.292,0.352,0.464,38.1,6.4,0.172,0.353,0.816,0.282,0,0.7,0,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34551,C,8,JOHNNY JAMISON,,16,USA,"Cohoes, NY","6' 0""",170 lbs,Right,Right,Glens Falls,-,Average,HS Sophomore,1,FB,80-83 Mph,Sidearm,Normal,25,25,127,115,45,12,2,3,31,39,10,6,17,0.391,0.444,0.609,32.6,11.9,0.217,0.449,1.053,0.396,0,1.5,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34042,CF,17,KEN SMITH,,16,USA,"Norristown, PA","5' 10""",155 lbs,Left,Left,Norristown,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,27,27,136,110,50,9,1,3,28,43,18,7,13,0.455,0.537,0.636,43.2,16.9,0.182,0.499,1.174,0.461,0,2.2,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34024,RF,16,LARRY RILEY,,15,USA,"St. Louis, MO","5' 11""",160 lbs,Left,Left,Beaumont,-,Average,HS Sophomore,1,FB,80-83 Mph,Sidearm,Normal,27,27,136,109,49,17,2,3,31,42,20,6,22,0.45,0.53,0.725,45.4,18.3,0.275,0.517,1.255,0.447,0,2.4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36746,CF,22,LEN SMILEY,,20,USA,"Wentzville, MO","5' 9""",155 lbs,Right,Right,Northern Mississippi,-,Great,CO Sophomore,3,FB,80-83 Mph,Normal (3/4),Normal,59,59,297,269,77,11,5,3,44,49,26,18,19,0.286,0.348,0.398,44,6,0.112,0.331,0.746,0.297,0,0.4,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34725,C,5,LEO CABAN,,16,USA,"New York, NY","5' 7""",150 lbs,Switch,Right,Carlstadt,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,107,93,39,13,1,3,24,38,8,4,17,0.419,0.457,0.677,29.6,12.7,0.258,0.466,1.135,0.404,0,1.4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34609,SS,8,LUKE MICHEALS,,15,USA,"Los Angeles, CA","5' 11""",160 lbs,Right,Right,Santa Barbara,-,Average,HS Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,24,24,124,112,54,21,1,3,31,41,7,6,25,0.482,0.508,0.768,44.6,18.5,0.286,0.527,1.276,0.486,0,2.3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35454,CF,2,LYLE BURCH,BULLET,17,USA,"Youngstown, OH","6' 0""",160 lbs,Right,Right,Berea,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,117,54,14,5,3,33,41,10,4,22,0.462,0.512,0.744,47.9,17.9,0.282,0.531,1.255,0.464,0,2.4,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34050,SP,2,MACK BRUBAKER,,16,USA,"Lodi, NJ","6' 0""",155 lbs,Right,Right,Ironton,-,Average,HS Sophomore,3,EX GB,83-85 Mph,Sidearm,Groundballer,8,8,43,36,13,6,0,3,12,15,1,6,9,0.361,0.375,0.778,10.2,9.2,0.417,0.427,1.153,0.345,0,0.4,0,5,2,12,12,7,1,0,0,0,80.2,56,1,15,11,16,98,1.23,0.259,0.89,8.1,0.1,6.2,1.8,10.9,6.1,0,0,0,0,1.56,0,4.1,4.1,Slot,Extremely Hard,Average,1935,
35295,SP,12,MANNY FRANCO,REDBEARD,16,USA,"Atlanta, GA","5' 11""",155 lbs,Switch,Left,Old Westbury,-,Average,HS Junior,4,GB,85-87 Mph,Over the Top,Groundballer,8,8,43,42,18,3,0,3,13,16,1,4,6,0.429,0.442,0.714,11.5,10.7,0.286,0.49,1.156,0.429,0,0.7,0,10,5,14,14,10,0,0,0,0,102.1,54,1,10,7,20,172,0.62,0.248,0.72,6.5,0.1,4.7,1.8,15.1,8.6,0,0,0,0,0.55,0,7.3,6.7,Slot,Extremely Hard,Average,1935,
35215,RF,7,MEL SMITH,,16,USA,"Portland, ME","6' 1""",175 lbs,Left,Left,Dorchester,-,Average,HS Junior,3,NEU,75-80 Mph,Normal (3/4),Normal,23,23,119,93,39,11,1,3,26,38,21,7,15,0.419,0.521,0.656,36.6,16.5,0.237,0.498,1.177,0.419,0,1.9,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34382,2B,66,MELVIN CASTLE,,18,USA,"Stillwater, MN","5' 7""",145 lbs,Right,Right,Stillwater,Cookeville State,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,24,24,123,115,48,4,0,3,33,37,2,9,7,0.417,0.431,0.53,27.6,9.7,0.113,0.418,0.961,0.425,0,1.1,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34610,3B,1,MERL ANDERSON,,16,USA,"Alhambra, CA","6' 2""",170 lbs,Right,Right,Pomona,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,109,92,41,13,0,3,24,40,15,6,16,0.446,0.532,0.685,35.9,17.9,0.239,0.521,1.217,0.458,0,1.9,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34128,3B,14,MIKE ROLLINSON,,20,USA,"Moberly, MO","5' 9""",175 lbs,Right,Right,Cookeville State,-,Average,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,58,58,290,259,82,13,1,3,51,60,25,3,17,0.317,0.377,0.409,44.5,6.5,0.093,0.35,0.786,0.309,0,0.8,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33892,SS,16,MIKE WARD,,15,USA,"Dover, DE","5' 11""",155 lbs,Right,Right,Dover,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,119,107,52,13,1,3,32,39,9,3,17,0.486,0.525,0.71,41.4,19.3,0.224,0.523,1.236,0.48,0,2.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34275,RF,4,MILT WEBER,,18,USA,"Ashland, OH","5' 11""",170 lbs,Left,Left,Perrysville,Maryland State,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,21,21,108,94,50,14,0,3,34,43,10,3,17,0.532,0.574,0.777,45,25.9,0.245,0.57,1.351,0.522,0,2.4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
34341,3B,30,MONTE EUBANKS,,18,USA,"Dayton, OH","5' 10""",165 lbs,Switch,Right,Fairview,Grange College,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,19,19,98,83,34,13,1,3,21,27,14,6,17,0.41,0.49,0.699,30,15.3,0.289,0.499,1.189,0.413,0,1.6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34198,SP,7,MONTE PETERS,,16,USA,"Tama, IA","5' 9""",140 lbs,Right,Right,Clarion,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,22,22,110,103,37,7,1,3,28,29,5,12,11,0.359,0.391,0.534,22,8.7,0.175,0.399,0.925,0.382,0,0.8,0,1,1,14,14,6,4,0,0,0,104,90,3,29,27,32,96,2.34,0.271,1.17,10.6,0.3,7.8,2.8,8.3,3,0,0,0,0,2.65,0,3.4,4,Slot,Extremely Hard,Average,1935,
36918,RF,17,ORVILLE KING,,21,USA,"Brooklyn, NY","6' 0""",200 lbs,Left,Right,Brooklyn Catholic,-,Good,CO Junior,3,EX FB,84-86 Mph,Over the Top,Normal,63,63,316,287,82,11,1,3,54,69,22,27,15,0.286,0.346,0.362,39.9,5.2,0.077,0.319,0.708,0.306,0,0.1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Very Easy,Average,1935,
34196,RF,15,OTIS PARKER,,16,USA,"Syracuse, NY","6' 0""",170 lbs,Left,Left,Middleport,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,21,21,109,89,39,15,0,3,27,34,16,5,18,0.438,0.514,0.708,35.3,16.7,0.27,0.503,1.222,0.434,0,1.8,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34652,SP,9,PAUL GRELL,,16,USA,"Olympia, WA","5' 9""",135 lbs,Right,Right,Seattle,-,Average,HS Sophomore,3,GB,85-87 Mph,Normal (3/4),Groundballer,24,24,123,115,41,8,0,3,30,40,2,5,11,0.357,0.367,0.504,21.8,7.3,0.148,0.366,0.871,0.349,0,0.5,0,5,2,12,12,7,1,0,0,0,90.2,74,1,20,19,21,98,1.89,0.293,1.05,9.5,0.1,7.3,2.1,9.7,4.7,0,0,0,0,1.91,0,4.1,4.2,Slot,Extremely Hard,Average,1935,
34175,2B,5,PETE GOSNELL,,17,USA,"Baltimore, MD","5' 10""",160 lbs,Right,Right,West Philadelphia,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,21,21,105,85,37,14,3,3,25,36,13,4,20,0.435,0.5,0.776,35.3,14.9,0.341,0.508,1.276,0.42,0,1.7,0,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34354,3B,23,PIP DUNCAN,,15,USA,"Healdsburg, CA","5' 9""",155 lbs,Right,Right,Healdsburg,-,Average,HS Freshman,3,NEU,-,Normal (3/4),Normal,22,22,110,87,38,11,2,3,26,37,16,5,16,0.437,0.532,0.713,37.1,18.6,0.276,0.518,1.245,0.432,0,1.9,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
