ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM
34020,SP,3,THAD KELLY,,17,USA,"Newton, NJ","5' 11""",155 lbs,Right,Right,Newton,-,Average,HS Junior,3,NEU,86-88 Mph,Over the Top,Normal,30,30,150,139,51,14,1,1,30,44,3,14,16,0.367,0.372,0.504,26.2,7,0.137,0.364,0.876,0.394,0,0.6,0,10,5,27,27,15,5,0,0,0,209.2,176,3,56,51,65,213,2.19,0.279,1.15,10.5,0.1,7.6,2.8,9.1,3.3,0,0,0,0,2.33,0,8,8.4,Slot
34511,CF,9,JACK KENT,,17,USA,"Baltimore, MD","6' 1""",160 lbs,Right,Right,Hanover,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,68,68,344,291,114,39,2,7,73,97,37,22,48,0.392,0.46,0.612,87.6,12.2,0.22,0.446,1.071,0.402,0,3.9,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34601,CF,27,EDDIE KINCAID,,17,USA,"Cleveland, OH","5' 10""",150 lbs,Left,Right,Avon,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,66,66,334,281,130,43,1,3,78,111,39,13,47,0.463,0.526,0.655,105.9,17.1,0.192,0.503,1.18,0.467,0,5.4,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34222,2B,17,PAT KING,,17,USA,"Philadelphia, PA","5' 10""",155 lbs,Right,Right,Bethlehem,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,50,50,254,216,92,17,10,4,57,78,29,11,31,0.426,0.498,0.653,79.3,15.1,0.227,0.485,1.151,0.433,0,3.7,0,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33622,3B,92,STU KIRBY,,17,USA,"Glendale, CA","5' 11""",165 lbs,Left,Right,San Bernardino,-,Average,HS Junior,1,NEU,80-83 Mph,Sidearm,Normal,24,24,120,98,44,11,3,2,27,42,17,6,16,0.449,0.533,0.684,42,19.2,0.235,0.516,1.217,0.457,0,2.1,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34559,2B,16,GEORGE KIRK,,17,USA,"Memphis, TN","5' 11""",155 lbs,Left,Right,Brownsville,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,71,71,363,309,138,38,13,6,92,112,40,14,57,0.447,0.514,0.712,125.4,17.5,0.265,0.51,1.226,0.452,0,6.1,0,64,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34092,LF,11,BENNY KLAUS,,17,USA,"Bridgeport, CT","5' 9""",155 lbs,Left,Left,North Grosvenor Dale,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,47,47,239,198,83,22,3,7,52,73,31,12,32,0.419,0.5,0.667,72,15.6,0.247,0.489,1.167,0.418,0,3.6,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33618,SS,79,GEORGE KLIMOWICZ,,17,USA,"Cincinnati, OH","5' 9""",140 lbs,Right,Right,Bartlesville,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,117,97,42,10,3,3,27,41,13,2,16,0.433,0.491,0.691,35.3,13.4,0.258,0.482,1.182,0.411,0,1.7,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33795,SS,10,JIM KLINGBERG,,17,USA,"Brooklyn, NY","5' 10""",150 lbs,Right,Right,Hartsdale,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,134,111,44,12,6,2,29,37,20,7,20,0.396,0.493,0.667,40.3,14.9,0.27,0.49,1.159,0.408,0,2,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34290,RF,23,ALEX LACOMB,,20,USA,"Cleveland, OH","5' 10""",175 lbs,Left,Left,Cuyahoga University,-,Average,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,100,100,505,458,161,21,18,7,99,112,33,6,46,0.352,0.405,0.522,111.8,9.8,0.17,0.401,0.927,0.344,0,3.7,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34068,CF,35,VICTOR LARIMAR,,17,USA,"Oklahoma City, OK","5' 11""",160 lbs,Left,Right,Stroud,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,50,50,252,213,96,30,5,5,60,72,27,12,40,0.451,0.522,0.709,88.2,18.7,0.258,0.518,1.231,0.457,0,4.4,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34597,2B,11,NEWT LASSARD,,17,USA,"Los Angeles, CA","5' 10""",155 lbs,Right,Right,Jefferson,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,69,69,354,312,160,44,17,5,91,122,27,8,66,0.513,0.551,0.811,146.7,22.5,0.298,0.563,1.362,0.51,0,7.6,0,49,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33628,2B,5,SAM LAUGHLIN,,17,USA,"New York, NY","5' 11""",155 lbs,Right,Right,Slatington,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,117,93,40,10,3,3,28,35,16,3,16,0.43,0.539,0.699,41,17.6,0.269,0.518,1.238,0.425,0,2.1,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33623,SP,14,JIM LAURITA,,17,USA,"San Francisco, CA","5' 10""",145 lbs,Right,Right,St. Helena,-,Average,HS Junior,3,NEU,85-87 Mph,Sidearm,Normal,7,7,39,34,14,7,1,3,11,14,1,5,11,0.412,0.421,0.941,12.6,13.1,0.529,0.519,1.362,0.393,0,0.7,0,7,3,16,9,4,2,0,0,0,75,59,2,17,16,18,84,1.92,0.279,1.03,9.6,0.2,7.1,2.2,10.1,4.7,0,0,0,0,2.15,0,2.8,3.2,Slot
34499,SP,47,DAVE LAVALLEE,,17,CAN,"Vaughan, ON","6' 0""",150 lbs,Right,Right,Chattanooga,-,Average,HS Junior,3,NEU,84-86 Mph,Normal (3/4),Normal,18,18,95,87,33,7,3,0,21,26,2,13,10,0.379,0.376,0.529,17.2,7,0.149,0.374,0.905,0.423,0,0.5,0,13,6,42,42,26,5,0,0,0,313,273,10,99,90,117,252,2.59,0.259,1.25,11.4,0.3,7.8,3.4,7.2,2.2,0,0,0,0,3.17,0,7.8,10.5,Slot
34659,C,35,MARV LEAGUE,,17,USA,"New Orleans, LA","6' 2""",185 lbs,Left,Right,Isidore Newman School,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,67,67,341,273,119,33,4,9,80,116,40,15,46,0.436,0.533,0.685,108.9,17.2,0.249,0.513,1.218,0.435,0,5.8,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34082,SP,34,DUD LEARY,,20,USA,"Naugatuck, CT","6' 4""",200 lbs,Switch,Right,North Carolina Tech,-,Great,CO Sophomore,4,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,10,16,0,0,0,262,281,10,145,140,165,143,4.81,0.309,1.7,15.4,0.3,9.7,5.7,4.9,0.9,0,0,0,0,4.53,0,2,1.8,Slot
34109,RF,6,FRED LEEK,,16,USA,"Berwyn, IL","5' 7""",145 lbs,Left,Right,North Division,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,46,46,234,206,106,32,4,6,64,92,20,7,42,0.515,0.569,0.796,96.7,24.9,0.282,0.573,1.365,0.518,0,5.2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34581,C,33,CLIFF LEIBY,,17,USA,"Missoula, MT","6' 3""",195 lbs,Right,Right,Blackfoot,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,75,75,380,312,129,35,1,4,75,98,48,18,40,0.413,0.508,0.571,100.2,13.9,0.157,0.47,1.078,0.427,0,5.1,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34545,SP,24,WALT LEONARD,,17,USA,"Newport, RI","5' 7""",130 lbs,Left,Right,Baltic,-,Average,HS Junior,5,GB,85-87 Mph,Normal (3/4),Groundballer,58,58,298,263,104,25,2,1,61,94,26,20,28,0.395,0.449,0.517,64.9,10.1,0.122,0.421,0.966,0.419,0,2.7,0,18,9,40,22,10,4,1,0,0,173,142,4,51,43,59,168,2.24,0.268,1.16,10.7,0.2,7.4,3.1,8.7,2.8,0,0,0,0,2.65,0,5.2,5.7,Slot
34032,C,18,FRENCHY LEVESQUE,,16,USA,"Cincinnati, OH","6' 1""",180 lbs,Right,Right,Hillcrest,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,44,44,221,185,73,21,2,1,40,56,26,14,24,0.395,0.472,0.546,52.6,11.6,0.151,0.439,1.018,0.416,0,2.4,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34113,2B,13,CHOP LEWIS,CHARLIE,20,USA,"New Bedford, MA","5' 10""",170 lbs,Left,Right,Strub College,-,Average,CO Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,104,104,527,506,149,16,4,4,86,102,12,26,24,0.294,0.311,0.366,60.7,4.2,0.071,0.297,0.677,0.302,0,-0.9,0,70,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33606,RF,27,SHERRY LEWIS,,19,USA,"Boston, MA","5' 10""",170 lbs,Right,Right,Daniel Boone College,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,62,62,313,263,67,13,1,10,42,57,41,42,24,0.255,0.361,0.426,45.5,6.1,0.171,0.346,0.787,0.268,0,0.8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34072,3B,48,BILLY LILES,,17,USA,"New York, NY","5' 9""",155 lbs,Right,Right,Youngsville,-,Average,HS Junior,1,EX FB,80-83 Mph,Over the Top,Normal,50,50,258,223,103,22,4,0,53,93,24,8,26,0.462,0.516,0.596,76.6,14.6,0.135,0.477,1.112,0.472,0,3.6,0,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34776,SP,13,MARC LINDSEY,,17,USA,"Corvallis, OR","6' 0""",155 lbs,Left,Left,Commercial,-,Average,HS Junior,5,NEU,87-89 Mph,Normal (3/4),Normal,7,7,39,35,14,7,1,0,7,11,0,3,8,0.4,0.417,0.657,9.1,9.5,0.257,0.42,1.074,0.438,0,0.4,0,5,2,44,27,12,6,0,0,0,209,170,7,53,46,55,212,1.98,0.261,1.08,9.9,0.3,7.3,2.4,9.1,3.9,0,0,0,0,2.45,0,7,8.2,Slot
34021,SP,2,JOHN LITTLE,,20,USA,"San Benito, TX","5' 10""",170 lbs,Left,Right,Marquis College,-,Good,CO Sophomore,4,NEU,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,12,17,0,0,0,255.2,306,30,176,171,148,128,6.02,0.312,1.78,16.1,1.1,10.8,5.2,4.5,0.9,0,0,0,0,5.51,0,-0.9,-1.4,Slot
33631,LF,19,JESUS LIVINGSTONE,,17,USA,"Milwaukee, WI","6' 1""",185 lbs,Left,Left,Trinity,-,Average,HS Junior,4,NEU,80-83 Mph,Normal (3/4),Normal,25,25,125,100,41,12,0,2,23,35,18,9,14,0.41,0.492,0.59,32.1,13.1,0.18,0.454,1.082,0.424,0,1.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34254,2B,12,RALPH LOGAN,,17,USA,"Louisville, KY","5' 10""",160 lbs,Right,Right,Winchester,-,Average,HS Junior,2,NEU,-,Normal (3/4),Normal,50,50,255,218,93,35,2,2,60,71,26,5,39,0.427,0.496,0.633,73.1,14.5,0.206,0.479,1.129,0.427,0,3.6,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33638,2B,20,GEORGE LONG,,17,USA,"New York, NY","5' 8""",145 lbs,Right,Right,St. John Central,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,117,98,47,11,3,0,28,42,16,4,14,0.48,0.556,0.653,39.6,18.4,0.173,0.522,1.209,0.495,0,2.1,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34015,C,19,LEW LORD,,17,USA,"Elmer, NJ","6' 2""",190 lbs,Right,Right,Elmer,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,49,49,250,207,86,34,2,3,52,72,34,12,39,0.415,0.498,0.643,72.3,15,0.227,0.484,1.141,0.423,0,3.6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33640,SS,7,CHARLIE LOUIS,,17,USA,"Chicago, IL","6' 1""",160 lbs,Switch,Right,St. Benedict,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,124,102,41,10,2,5,27,42,17,7,17,0.402,0.484,0.686,39.5,15.7,0.284,0.489,1.17,0.387,0,1.9,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34100,2B,2,LOU LUDDEN,,17,USA,"Lexington, KY","5' 9""",145 lbs,Right,Right,Trinity,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,46,46,230,197,99,30,7,3,64,78,15,3,40,0.503,0.558,0.772,89.9,21.7,0.269,0.552,1.329,0.497,0,4.7,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34643,CF,41,LEONARDO MAGANA,,17,USA,"North Little Rock, AR","5' 11""",155 lbs,Switch,Right,Jacksonville,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,70,70,356,312,149,37,13,6,93,126,24,7,56,0.478,0.519,0.737,127.7,17.5,0.26,0.521,1.256,0.469,0,6.4,0,80,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34564,2B,17,GORDON MANSFIELD,,17,USA,"Portland, OR","5' 9""",140 lbs,Right,Right,Oregon City,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,72,72,366,319,137,25,8,0,76,118,29,14,33,0.429,0.496,0.558,101,13.2,0.129,0.462,1.054,0.446,0,4.7,0,77,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34090,3B,19,TOM MARR,,16,USA,"Kearney, NE","5' 9""",155 lbs,Right,Right,Albion,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,46,46,235,209,108,33,7,6,66,92,12,4,46,0.517,0.564,0.828,102.3,24.9,0.311,0.583,1.392,0.51,0,5.5,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34010,CF,5,HANK MARSH,,17,USA,"Newark, NJ","6' 2""",170 lbs,Left,Right,Mamaroneck,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,52,52,262,234,118,36,4,7,71,90,24,4,47,0.504,0.557,0.782,106.4,24.1,0.278,0.568,1.339,0.498,0,5.7,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34595,SS,34,RAY MARTIN,,17,USA,"Philadelphia, PA","5' 10""",150 lbs,Right,Right,Stuyvesant,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,69,69,348,289,122,29,5,9,77,103,40,19,43,0.422,0.494,0.651,99.2,13.5,0.228,0.476,1.145,0.425,0,4.8,0,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34606,SP,25,VAN MARTINEZ,,17,USA,"Dallas, TX","6' 1""",160 lbs,Right,Right,Paris,-,Average,HS Junior,3,GB,83-85 Mph,Over the Top,Groundballer,32,32,163,149,59,17,3,2,37,48,7,11,22,0.396,0.415,0.591,37.5,10.2,0.195,0.417,1.006,0.41,0,1.4,0,4,2,43,43,27,4,0,0,0,326.1,246,4,74,68,116,333,1.88,0.255,1.11,10,0.1,6.8,3.2,9.2,2.9,0,0,0,0,2.39,0,12.2,14.9,Slot
34097,SP,11,BILL MARTINO,,17,USA,"Chicago, IL","6' 1""",160 lbs,Right,Right,Milwaukee,-,Average,HS Junior,3,GB,83-85 Mph,Normal (3/4),Groundballer,26,26,130,124,45,12,0,3,29,39,1,9,15,0.363,0.37,0.532,24.6,7.9,0.169,0.378,0.902,0.372,0,0.7,0,2,1,29,29,17,4,0,0,0,214.2,158,2,45,41,61,276,1.72,0.287,1.02,9.4,0.1,6.6,2.6,11.6,4.5,0,0,0,0,1.69,0,10.5,10.3,Slot
34083,C,17,FRANK MASHBURN,,20,USA,"Seattle, WA","5' 7""",170 lbs,Switch,Right,CC Los Angeles,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,92,92,464,390,96,18,2,15,56,78,66,64,35,0.246,0.352,0.418,63.9,5.5,0.172,0.339,0.77,0.257,0,0.9,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34246,2B,24,TOM MATTHEWS,,17,USA,"Adrian, MO","6' 0""",170 lbs,Right,Right,Adrian,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,44,44,221,184,77,17,4,2,50,60,31,8,23,0.418,0.507,0.587,62.1,14,0.168,0.469,1.094,0.431,0,2.9,0,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34038,C,9,VERLON MAYES,,16,USA,"Chicago, IL","5' 8""",145 lbs,Right,Right,Stillman Valley,-,Average,HS Junior,1,NEU,80-83 Mph,Sidearm,Normal,45,45,228,188,76,30,2,6,51,66,30,11,38,0.404,0.487,0.681,67.5,14.6,0.277,0.486,1.168,0.4,0,3.4,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33774,SP,45,HERMAN MCADAMS,,17,USA,"Los Angeles, CA","6' 0""",165 lbs,Right,Right,Jefferson,-,Average,HS Junior,5,NEU,83-85 Mph,Over the Top,Normal,26,26,130,116,43,7,1,0,23,34,10,8,8,0.371,0.422,0.448,23.7,8,0.078,0.382,0.87,0.394,0,0.7,0,10,4,14,14,9,1,0,0,0,100.2,72,2,24,20,35,137,1.79,0.28,1.06,9.7,0.2,6.4,3.1,12.2,3.9,0,0,0,0,1.81,0,4.7,4.4,Slot
34030,SP,22,DICK MCCORMICK,,16,USA,"Brawley, CA","6' 1""",160 lbs,Right,Right,Brawley,-,Average,HS Junior,4,NEU,85-87 Mph,Over the Top,Normal,24,24,122,116,40,10,1,0,23,28,1,11,11,0.345,0.353,0.448,18.6,6.1,0.103,0.34,0.801,0.377,0,0.3,0,7,3,29,29,17,4,0,0,0,213,151,4,37,35,53,267,1.48,0.263,0.96,8.8,0.2,6.4,2.2,11.3,5,0,0,0,0,1.74,0,10.2,11.4,Slot
34557,C,16,JOE MCCOWAN,,17,USA,"Greenville, NC","5' 10""",165 lbs,Right,Right,Blackwood,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,74,74,376,325,132,26,3,3,85,107,38,24,32,0.406,0.468,0.532,86.5,11.1,0.126,0.432,1,0.427,0,3.8,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34570,SP,15,DAN MCCRAY,,17,USA,"Indianapolis, IN","5' 11""",155 lbs,Left,Left,Shelbyville,-,Average,HS Junior,3,NEU,86-88 Mph,Normal (3/4),Normal,44,44,226,216,98,19,1,5,58,84,2,8,25,0.454,0.459,0.62,61.6,13.2,0.167,0.458,1.08,0.454,0,2.8,0,2,2,43,23,13,3,0,0,0,195,170,5,63,52,61,176,2.4,0.27,1.18,10.8,0.2,7.8,2.8,8.1,2.9,0,0,0,0,2.7,0,5.7,5.8,Slot
34538,3B,20,GEORGE MCDONALD,,17,USA,"New York, NY","5' 6""",140 lbs,Left,Right,Passaic,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,69,69,354,300,129,40,2,3,80,107,46,16,45,0.43,0.503,0.607,99.7,14.9,0.177,0.479,1.109,0.441,0,5,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33748,SP,13,RAY MCNEILL,,20,USA,"Frederick, MD","5' 10""",170 lbs,Left,Right,Maryland State,-,Great,CO Sophomore,6,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,7,0,0,0,94.1,106,12,49,48,29,57,4.58,0.304,1.43,13,1.1,10.1,2.8,5.4,2,0,0,0,0,4.6,0,0.6,1,Slot
34026,SS,7,ARCHIE MEINHARDT,,17,USA,"Detroit, MI","6' 0""",160 lbs,Left,Right,Yale,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,48,48,246,197,84,23,2,6,52,77,34,8,31,0.426,0.519,0.655,74.8,16.3,0.228,0.494,1.173,0.417,0,3.8,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34587,SS,34,RAFAEL MENDOZA,,17,CUB,"San Antonio de los Baños, ART","6' 0""",155 lbs,Left,Right,Franklin,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,73,73,369,308,137,31,5,2,80,121,36,15,38,0.445,0.511,0.597,109.6,14.9,0.153,0.472,1.108,0.455,0,5,0,64,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34011,SS,15,DAVE MESSER,,17,USA,"Minneapolis, MN","6' 2""",170 lbs,Right,Right,Catlin,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,50,50,254,210,91,28,4,2,49,84,34,9,34,0.433,0.508,0.633,73.3,14.7,0.2,0.481,1.141,0.438,0,3.6,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34609,SS,8,LUKE MICHEALS,,17,USA,"Los Angeles, CA","6' 0""",170 lbs,Right,Right,Santa Barbara,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,69,69,351,317,162,58,1,6,96,130,20,11,65,0.511,0.535,0.757,132.4,20.7,0.246,0.539,1.292,0.51,0,6.8,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34194,SP,35,DICK MILES,,20,USA,"Detroit, MI","5' 6""",145 lbs,Right,Right,Columbia Military Academy,-,Great,CO Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,4,8,17,0,0,137.1,162,17,99,96,86,60,6.29,0.301,1.81,16.6,1.1,10.6,5.6,3.9,0.7,0,0,0,0,5.95,0,-1.6,-1.6,Slot
34012,3B,34,JOE MILLER,,17,USA,"Brainerd, MN","5' 10""",175 lbs,Right,Right,St. Cloud,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,45,45,230,186,73,21,0,0,45,55,29,11,21,0.392,0.48,0.505,50.6,11,0.113,0.427,0.985,0.408,0,2.2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34507,SP,56,JOHNNY MILLER,,17,USA,"Brooklyn, NY","6' 0""",155 lbs,Right,Right,Jamaica,-,Average,HS Junior,3,NEU,87-89 Mph,Normal (3/4),Normal,45,45,229,219,98,19,2,2,56,85,2,7,23,0.447,0.451,0.58,57.4,11.6,0.132,0.441,1.031,0.451,0,2.5,0,11,6,42,23,13,3,1,0,0,185,129,3,43,38,75,209,1.85,0.247,1.1,10.1,0.1,6.3,3.6,10.2,2.8,0,0,0,0,2.43,0,6.3,7.7,Slot
34503,CF,5,REX MILLER,,17,USA,"Caldwell, NJ","5' 11""",160 lbs,Right,Right,Franklin,-,Average,HS Junior,1,NEU,80-83 Mph,Sidearm,Normal,67,67,345,299,142,42,2,3,84,117,18,9,47,0.475,0.525,0.659,110,17.1,0.184,0.501,1.184,0.478,0,5.6,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
35702,SS,9,RAY MILLS,,17,USA,"Chicago, IL","6' 0""",150 lbs,Right,Right,Latin,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,69,69,351,313,137,29,17,3,86,109,20,15,49,0.438,0.484,0.668,116.8,16.3,0.23,0.487,1.152,0.448,0,5.2,0,75,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
